Status,Furnished_status,neworold,type_of_building,area,latitude,longitude,Bedrooms,Bathrooms,Balcony,parking,Lift,price
Ready to Move,,Resale,Flat,1050,28.72645304,77.33733853,2,2,,1,,2950000
Ready to Move,Semi-Furnished,Resale,Flat,675,28.5315337,77.216852,2,2,,,,2550000
,Unfurnished,Resale,Flat,1162,28.532593,77.399792,3,2,4,,,4500000
Ready to Move,Semi-Furnished,Resale,Flat,700,28.5980365,77.0765245,2,2,2,,,3480000
Ready to Move,,Resale,Flat,1160,28.58945997,77.429712,2,2,3,,,5400000
Ready to Move,,Resale,Flat,2095,28.41063434,77.28620611,4,3,2,2,2,7200000
Ready to Move,,Resale,Individual House,1190,28.620768,77.425805,2,2,3,1,3,4760000
Ready to Move,Unfurnished,Resale,Flat,810,28.34562111,77.32642365,3,2,1,,,3200000
Ready to Move,Semi-Furnished,Resale,Individual House,1695,28.50320625,77.42758179,3,3,3,2,3,10500000
Ready to Move,Unfurnished,Resale,Flat,825,28.5073636,77.4091,2,2,,,,3900000
Ready to Move,,Resale,Flat,1850,28.43058099,76.94862,3,3,4,2,2,12500000
Ready to Move,,Resale,Flat,1340,28.502597,77.428742,3,3,,,,6960000
,Unfurnished,Resale,Flat,850,28.63857269,77.4308548,2,2,2,,,2750000
Ready to Move,Semi-Furnished,Resale,Individual House,8500,28.57150078,77.37000275,10,7,7,3,,35000000
Ready to Move,,Resale,Individual House,1380,28.436305,77.13605,2,2,3,1,2,7700000
Ready to Move,,Resale,Flat,1300,28.6390639,77.3242583,2,2,3,1,2,6000000
Ready to Move,Unfurnished,New Property,Flat,1000,28.49747658,77.0271225,2,2,2,1,,6000000
Ready to Move,Furnished,Resale,Flat,1000,28.643642,77.34532,2,2,2,,,4500000
Ready to Move,,Resale,Flat,1350,28.675872,77.474266,3,2,3,1,2,6000000
Ready to Move,,Resale,Flat,1380,28.646286,77.406051,3,2,5,1,4,8500000
Ready to Move,Semi-Furnished,Resale,Flat,1170,28.68652344,77.29961395,3,2,1,2,1,7500000
Ready to Move,Semi-Furnished,Resale,Flat,936,28.61848831,77.04781342,3,2,,,,4600000
Ready to Move,,Resale,Flat,1646,28.40964244,77.33940931,3,3,,,,5500000
Ready to Move,Semi-Furnished,Resale,Flat,1000,28.68645096,77.29950714,3,2,1,1,,5500000
Ready to Move,,Resale,Individual House,1625,28.3751182,77.34874476,3,2,,1,,6690000
Ready to Move,Furnished,Resale,Individual House,800,28.4658641,77.0133095,2,2,,,,4500000
Ready to Move,,Resale,Flat,1534,28.514908,76.974388,3,2,4,1,2,7600000
Ready to Move,Semi-Furnished,Resale,Flat,1675,28.64155769,77.34053802,3,2,3,1,2,9000000
Ready to Move,Semi-Furnished,Resale,Individual House,710,28.63623238,77.43350983,2,2,1,,,2450000
Ready to Move,,Resale,Individual House,1290,28.453581,77.556221,2,2,3,,,5400000
Ready to Move,,Resale,Flat,1758,28.52544019,77.37445081,3,4,3,,,9700000
Ready to Move,,Resale,Flat,1569,28.51853317,77.38684415,3,3,3,2,2,8500000
Ready to Move,Unfurnished,Resale,Flat,1488,28.68657112,77.29962921,3,2,1,,,8000000
Ready to Move,,Resale,Flat,1245,28.606945,77.45557857,3,2,3,,2,4200000
Ready to Move,Semi-Furnished,Resale,Flat,1200,28.470754,77.308632,3,2,1,,,5500000
Ready to Move,,Resale,Flat,3250,28.43599347,77.09031699,4,4,4,2,2,20000000
Ready to Move,,Resale,Individual House,1850,28.645225,77.342198,3,3,2,,0,10000000
Ready to Move,Unfurnished,Resale,Flat,1350,28.6330645,77.0331715,4,4,1,,,6500000
Ready to Move,,Resale,Individual House,2150,28.383489,77.020563,3,3,3,2,3,13600000
Ready to Move,,Resale,Individual House,1650,28.397952,77.069057,3,3,3,1,1,14900000
Ready to Move,Unfurnished,Resale,Flat,1650,28.47631073,76.97161102,3,3,2,1,,10500000
Ready to Move,Unfurnished,Resale,Flat,1215,28.7141266,77.0676456,4,3,2,,,11000000
Ready to Move,Unfurnished,Resale,Flat,2700,28.65758705,77.08957672,4,3,2,,,30500000
Ready to Move,,Resale,Flat,1345,28.560232,77.38860669,3,2,3,,,8500000
Ready to Move,Semi-Furnished,New Property,Flat,3050,28.34563255,77.32644653,4,4,3,7,1,24000000
Ready to Move,,Resale,Flat,1600,28.44926,76.98476024,3,3,3,1,,7600000
Ready to Move,,Resale,Flat,4064,28.464031,77.08547543,4,5,5,3,3,45000000
Ready to Move,Unfurnished,New Property,Flat,1100,28.63477135,77.04911041,3,2,3,,,6500000
Ready to Move,Semi-Furnished,Resale,Flat,1100,28.5336945,77.295901,2,2,,1,,10500000
Ready to Move,,Resale,Flat,4500,28.578346,77.37369258,7,5,2,2,2,30000000
Ready to Move,Semi-Furnished,Resale,Flat,2160,28.70186234,77.14009857,3,3,3,,,15000000
Ready to Move,Unfurnished,Resale,Flat,785,28.7662162,77.2705047,2,2,,,,3000000
Ready to Move,,Resale,Flat,2600,28.45887906,77.52271124,3,4,4,3,2,10500000
Ready to Move,,Resale,Flat,2465,28.548787,77.346032,4,4,4,,,16500000
,Unfurnished,Resale,Flat,1661,28.60477829,77.45191193,3,3,3,,,5700000
Ready to Move,Semi-Furnished,Resale,Flat,1655,28.7005505,77.3286995,3,3,,,,5600000
Ready to Move,Semi-Furnished,New Property,Flat,585,28.6193161,77.03326416,2,2,1,,,2300000
Ready to Move,,Resale,Flat,1600,28.60241996,77.05425039,3,2,1,2,2,15500000
Ready to Move,,Resale,Flat,1133,28.38981649,76.969342,2,2,3,,,7000000
Ready to Move,,Resale,Flat,1050,28.72645304,77.33733853,2,2,3,,,3150000
,Unfurnished,Resale,Flat,1650,28.44837761,76.9695282,3,3,2,,,10000000
Ready to Move,Semi-Furnished,New Property,Flat,720,28.50693703,77.20652771,2,2,1,,,3400000
Ready to Move,,Resale,Flat,2985,28.410913,77.107908,3,3,2,2,2,35200000
Ready to Move,,Resale,Flat,1350,28.70689747,77.429488,3,2,3,,,5000000
Ready to Move,,Resale,Flat,835,28.617142,77.438927,3,2,2,,,3200000
Ready to Move,Semi-Furnished,Resale,Flat,1839,28.59594917,77.38369751,3,4,4,,2,9800000
Ready to Move,Semi-Furnished,Resale,Individual House,1180,28.63595772,77.43235779,2,2,3,1,2,4880000
Ready to Move,Semi-Furnished,Resale,Individual House,650,28.5398139,77.2186828,2,2,1,,,3200000
Ready to Move,,Resale,Flat,1175,28.500621,77.424203,2,2,,,,5300000
Ready to Move,Unfurnished,Resale,Flat,1100,28.465711,77.2962675,2,2,1,1,0,5250000
Ready to Move,Unfurnished,Resale,Flat,1400,28.64177895,77.35029602,3,2,1,,,5500000
Ready to Move,Unfurnished,Resale,Flat,1000,28.58390999,77.36087036,2,2,,,,5000000
Ready to Move,Semi-Furnished,Resale,Flat,2000,28.63158035,77.14045715,3,3,1,1,,24400000
Ready to Move,Furnished,Resale,Flat,880,28.5980365,77.0765245,2,2,,1,,4300000
Ready to Move,Semi-Furnished,New Property,Individual House,700,28.63476944,77.04902649,3,2,1,1,1,3500000
Ready to Move,,Resale,Flat,2000,28.387227,76.980183,3,3,4,,,12500000
Ready to Move,,Resale,Flat,1500,28.6014648,77.05241473,3,3,3,2,2,17000000
Ready to Move,Unfurnished,Resale,Individual House,540,28.4838094,77.027832,2,2,1,,,2650000
Ready to Move,,Resale,Flat,1093,28.283756,77.079837,2,2,,,,8000000
Ready to Move,Unfurnished,Resale,Flat,1100,28.66864395,77.47614288,3,2,2,2,,4000000
Ready to Move,Furnished,Resale,Flat,600,28.60611725,77.07875824,2,2,2,1,0,2500000
,Semi-Furnished,Resale,Individual House,2700,28.41772079,77.05281067,4,5,4,,,25000000
Ready to Move,Furnished,Resale,Individual House,1000,28.6387296,77.0941045,2,2,2,6,,11000000
Ready to Move,,Resale,Individual House,1400,28.60135623,77.31935835,3,3,,,,11400000
Ready to Move,,Resale,Flat,1146,28.640515,77.376783,2,2,2,,,5500000
Ready to Move,Semi-Furnished,New Property,Flat,1730,28.58891296,77.32035828,3,3,3,,3,10600000
Ready to Move,,Resale,Flat,1500,28.44207,77.075517,4,4,2,,,11000000
Ready to Move,Unfurnished,Resale,Flat,1435,28.58905983,77.32012939,3,2,4,,,7350000
Ready to Move,,Resale,Flat,1395,28.474501,77.553187,3,2,,2,,5000000
Ready to Move,Semi-Furnished,Resale,Flat,887,28.6493479,77.3696259,2,2,,,,3800000
Ready to Move,,Resale,Flat,1290,28.728555,77.337353,3,2,5,,2,5000000
Ready to Move,Semi-Furnished,Resale,Individual House,862,28.63477325,77.04909515,3,3,2,4,,6500000
Ready to Move,,Resale,Flat,1075,28.71109749,77.41739441,2,2,2,1,6,3100000
Ready to Move,,Resale,Flat,1660,28.575371,77.38437506,3,4,3,1,2,9000000
,Semi-Furnished,New Property,Flat,2000,28.42491581,77.486721,3,4,3,2,3,11000000
Ready to Move,Unfurnished,Resale,Flat,1350,28.5573445,77.2508955,3,2,1,,,15000000
Ready to Move,,Resale,Flat,1850,28.6232998,77.29979,4,3,1,2,,13500000
Ready to Move,Semi-Furnished,Resale,Flat,2000,28.5538385,77.2740986,3,3,3,2,,24000000
Ready to Move,,Resale,Flat,1150,28.495486,77.25219,2,2,,1,,6000000
Ready to Move,Semi-Furnished,Resale,Flat,2800,28.49680138,77.22853851,4,4,,3,1,37500000
Ready to Move,Unfurnished,Resale,Flat,1330,28.58884239,77.3203125,3,2,,1,2,5950000
Ready to Move,Semi-Furnished,Resale,Flat,1360,28.7040534,77.4373305,3,2,,,,5140000
Ready to Move,,Resale,Individual House,1600,28.389346,77.018875,3,3,2,,,9000000
Ready to Move,Unfurnished,Resale,Flat,625,28.6288811,77.2771884,2,2,1,,,3500000
Ready to Move,Semi-Furnished,New Property,Flat,1800,28.62617874,77.14634705,3,3,,2,,22500000
Ready to Move,,Resale,Flat,1095,28.63527193,77.37039464,2,2,2,1,,6800000
Ready to Move,,New Property,Flat,3500,28.41772,77.05281,4,4,4,2,1,22000000
Ready to Move,,Resale,Flat,1150,28.60539767,77.05066566,2,2,2,3,0,11000000
Ready to Move,,Resale,Flat,1080,28.63527193,77.37039464,2,2,,1,,8400000
Ready to Move,,New Property,Flat,1600,28.672126,77.1042374,3,2,1,11,,21000000
Ready to Move,,Resale,Flat,1110,28.64245116,77.06847649,3,3,3,2,,12500000
Ready to Move,,Resale,Flat,1100,28.6420559,77.323499,2,2,1,1,,5700000
,Unfurnished,New Property,Flat,1080,28.4237892,77.3705248,3,2,2,,,4000000
Ready to Move,Semi-Furnished,New Property,Flat,1350,28.59210777,77.02819061,3,3,1,,,15000000
Ready to Move,,Resale,Individual House,1080,28.694223,77.4519,2,2,2,,,4000000
Ready to Move,,Resale,Flat,1585,28.41609628,77.3648097,3,3,2,,,5200000
Ready to Move,,Resale,Flat,870,28.45858487,77.56091277,2,2,2,1,2,2800000
Ready to Move,,Resale,Flat,2032,28.3938425,77.3506549,3,4,4,1,2,8000000
Ready to Move,,Resale,Flat,2734,28.476479,77.073757,4,4,4,1,2,25000000
Ready to Move,Semi-Furnished,Resale,Individual House,1440,28.64334869,77.12055969,3,4,1,,,13900000
Ready to Move,Semi-Furnished,Resale,Flat,1900,28.5712739,77.07314,3,3,1,1,1,15000000
Ready to Move,,Resale,Flat,1250,28.71222715,77.12337811,3,2,,2,,18500000
Ready to Move,Semi-Furnished,Resale,Flat,700,28.63622475,77.43367004,2,2,2,,,3000000
Ready to Move,Semi-Furnished,Resale,Flat,1000,28.34565353,77.32646179,2,2,2,2,1,4500000
Ready to Move,Semi-Furnished,Resale,Flat,900,28.65242958,77.1643219,2,2,2,1,0,5800000
Ready to Move,Furnished,Resale,Flat,3200,28.47489357,77.00980377,4,5,5,2,,23500000
Ready to Move,Semi-Furnished,New Property,Flat,1110,28.63481331,77.04915619,3,2,2,1,1,4700000
Ready to Move,,Resale,Flat,1500,28.59344,77.065951,4,2,1,,2,17000000
Ready to Move,Semi-Furnished,Resale,Flat,750,28.68640518,77.29970551,2,2,2,2,,5200000
Ready to Move,Furnished,New Property,Flat,1710,28.6441755,77.336519,3,3,5,,,10000000
Ready to Move,,Resale,Flat,1220,28.386791,77.049466,2,2,3,,,7500000
Ready to Move,Semi-Furnished,Resale,Flat,1040,28.605958,77.444512,2,2,2,1,,4200000
Ready to Move,Semi-Furnished,Resale,Flat,1600,28.68642998,77.29959106,4,4,2,1,,12000000
Ready to Move,,Resale,Individual House,1135,28.66288,77.47096,2,2,3,1,3,4200000
Ready to Move,Semi-Furnished,Resale,Flat,2000,28.63624191,77.43365479,4,4,1,2,,14000000
Ready to Move,Semi-Furnished,New Property,Flat,900,28.46552467,77.0171814,2,2,1,2,,6300000
Ready to Move,,New Property,Flat,3332,28.382828,77.221297,4,5,8,2,2,27500000
Ready to Move,,Resale,Flat,1480,28.63527193,77.37039464,3,2,2,,,10700000
Ready to Move,,New Property,Flat,930,28.708744,77.417028,2,2,3,1,5,2800000
Ready to Move,,Resale,Flat,1500,28.600675,77.03042,3,2,3,5,0,16000000
Ready to Move,Semi-Furnished,Resale,Flat,700,28.5201861,77.179158,2,2,1,1,,2500000
Ready to Move,,Resale,Flat,1585,28.646286,77.406051,3,3,4,1,2,8900000
Ready to Move,,Resale,Flat,1225,28.48515,77.51401,3,2,2,1,,4800000
Ready to Move,,Resale,Flat,1817,28.45251307,76.97627035,3,3,3,203,2,10500000
Ready to Move,,Resale,Flat,1315,28.56541475,77.383196,3,2,5,1,2,6200000
Ready to Move,Semi-Furnished,New Property,Individual House,1277,28.5081749,77.40982056,3,2,4,1,2,6400000
Ready to Move,Semi-Furnished,Resale,Flat,900,28.50094795,77.23358154,3,2,1,1,1,4400000
Ready to Move,,Resale,Flat,1260,28.58416502,77.40649171,2,2,3,,,5800000
Ready to Move,,Resale,Flat,1560,28.57153784,77.38962228,3,3,3,2,2,9500000
Ready to Move,Semi-Furnished,New Property,Flat,4500,28.49746704,77.02713013,3,3,,2,,47000000
Ready to Move,Semi-Furnished,Resale,Flat,920,28.56375122,77.18978882,2,2,1,1,,8500000
Ready to Move,Semi-Furnished,New Property,Flat,2400,28.38659477,77.06057739,4,4,2,10,1,15000000
Ready to Move,Unfurnished,Resale,Flat,670,28.606044,77.070474,2,2,2,,,3000000
Ready to Move,Unfurnished,Resale,Individual House,4000,28.42304993,77.08740997,4,4,4,,,30000000
Ready to Move,Unfurnished,Resale,Flat,710,28.63630486,77.43389893,2,2,1,,,2350000
Ready to Move,Furnished,Resale,Flat,1800,28.42304993,77.08740997,3,3,2,1,,15000000
Ready to Move,,New Property,Individual House,1295,28.35911846,76.975628,2,2,4,,,7800000
Ready to Move,,New Property,Flat,1650,28.429071,77.068974,4,4,2,1,,14300000
Ready to Move,,Resale,Flat,1125,28.679009,77.34929514,2,2,2,,,5300000
Ready to Move,,Resale,Flat,800,28.70451529,77.41924553,2,2,,,,2600000
Ready to Move,,Resale,Flat,1400,28.59821938,77.31182666,3,2,2,2,,11000000
Ready to Move,Semi-Furnished,Resale,Individual House,900,28.7427845,77.13809204,2,2,2,,,8500000
Ready to Move,,New Property,Flat,2150,28.43108,77.055414,3,3,2,,1,17000000
Ready to Move,,Resale,Flat,1850,28.56329062,77.05067414,3,3,3,2,2,14200000
Ready to Move,Unfurnished,Resale,Flat,1200,28.63474274,77.04914856,3,2,2,,,5500000
Ready to Move,Semi-Furnished,New Property,Flat,600,28.59803581,77.07652283,2,2,1,,,3400000
Ready to Move,Semi-Furnished,Resale,Flat,1250,28.49677086,77.22854614,3,2,2,,,7200000
Ready to Move,,Resale,Flat,1450,28.387426,76.979751,3,3,3,2,10,8700000
Ready to Move,,Resale,Flat,1420,28.385432,77.017122,2,2,3,,,9200000
Ready to Move,,Resale,Flat,1005,28.474501,77.553187,2,2,1,2,3,3800000
Ready to Move,Semi-Furnished,Resale,Flat,4500,28.46195602,77.05679321,3,5,4,2,3,42500000
Ready to Move,Unfurnished,Resale,Flat,1620,28.605958,77.444512,3,3,3,,,6500000
Ready to Move,,New Property,Flat,1168,28.641073,77.368012,3,2,3,,,7650000
Ready to Move,,Resale,Individual House,1107,28.50512302,77.371256,2,2,4,,,4500000
Ready to Move,,New Property,Flat,1510,28.47064511,77.53731908,3,3,2,,,8500000
Ready to Move,Semi-Furnished,New Property,Individual House,1800,28.63479233,77.04915619,4,3,2,2,1,23500000
,Furnished,Resale,Flat,955,28.46267033,77.55830252,2,2,,,,4500000
Ready to Move,Semi-Furnished,Resale,Flat,1500,28.605958,77.444512,3,3,,,,6280000
Ready to Move,Semi-Furnished,New Property,Flat,2060,28.4747467,77.08303833,3,3,2,,,13900000
Ready to Move,,Resale,Flat,1550,28.563989,77.388607,3,3,5,1,2,8200000
Ready to Move,Furnished,Resale,Flat,1200,28.564363,77.2368819,2,2,,,,13100000
Ready to Move,,Resale,Flat,1250,28.3930662,77.022442,2,2,3,,,10000000
Ready to Move,,Resale,Flat,1050,28.412766,77.052239,2,2,3,,,6500000
Ready to Move,Unfurnished,Resale,Flat,1055,28.605958,77.444512,2,2,2,1,,4500000
Ready to Move,,Resale,Individual House,2000,28.438262,77.0793005,3,4,2,,,14500000
Ready to Move,Semi-Furnished,New Property,Flat,510,28.654545,77.1337505,2,2,2,,,4000000
Ready to Move,Furnished,New Property,Flat,5500,28.56596375,77.35002899,6,7,,5,,42500000
Ready to Move,,New Property,Individual House,2237,28.5194705,77.027282,3,3,3,2,3,20000000
Ready to Move,,Resale,Flat,975,28.32519614,77.535202,2,2,3,1,3,3100000
Ready to Move,,New Property,Flat,1245,28.606945,77.45557857,3,2,4,1,,4800000
Ready to Move,,Resale,Flat,1250,28.3964215,77.2714966,3,3,2,2,1,6700000
,Semi-Furnished,Resale,Flat,2320,28.4087675,77.0228914,3,3,,,,12500000
Ready to Move,Unfurnished,Resale,Flat,2200,28.53787231,77.24923706,4,4,2,,,27000000
Ready to Move,,Resale,Flat,2300,28.395841,76.962664,3,4,,1,2,11500000
Ready to Move,Furnished,Resale,Flat,1730,28.5613842,77.31790161,4,3,3,1,,9000000
Ready to Move,Semi-Furnished,Resale,Flat,1250,28.63619423,77.43363953,3,3,3,,,4500000
Ready to Move,Semi-Furnished,Resale,Flat,840,28.664371,77.488789,2,2,,,,2990000
Ready to Move,,Resale,Flat,1300,28.57407242,77.37162063,3,3,3,,,6200000
Ready to Move,,Resale,Individual House,2184,28.39704757,77.35685016,4,4,4,1,2,9500000
,Unfurnished,Resale,Flat,2050,28.407882,77.060044,3,3,,2,,14500000
Ready to Move,Furnished,New Property,Individual House,1650,28.4446575,77.0670365,3,3,2,,,12500000
Ready to Move,,Resale,Flat,1495,28.502597,77.428742,3,2,3,,,7500000
Ready to Move,,Resale,Flat,1730,28.56458645,77.39876351,3,3,2,,,12000000
Ready to Move,Unfurnished,Resale,Flat,1100,28.47069168,77.12744904,3,3,1,,,5500000
Ready to Move,Furnished,Resale,Individual House,1250,28.6356144,77.43213654,3,2,1,1,,4300000
Ready to Move,,Resale,Individual House,1050,28.61602986,77.37121442,2,2,2,1,,4800000
Ready to Move,,Resale,Flat,1350,28.61130125,77.28889165,3,3,2,1,,15000000
Ready to Move,,New Property,Flat,2275,28.51183419,77.41127367,4,4,4,1,2,13000000
Ready to Move,,Resale,Flat,1150,28.495486,77.25219,2,3,3,1,4,6500000
Ready to Move,,Resale,Flat,2250,28.44207,77.075517,4,4,2,2,1,15000000
Ready to Move,,Resale,Flat,1050,28.72645304,77.33733853,2,2,2,,,3150000
Ready to Move,Unfurnished,Resale,Flat,2120,28.4096109,76.9141943,3,3,3,,,12500000
,Semi-Furnished,Resale,Flat,1185,28.597324,77.441425,4,2,,,,4100000
Ready to Move,Semi-Furnished,Resale,Flat,3700,28.4923586,77.2894914,6,6,4,2,,36000000
Ready to Move,,Resale,Flat,1050,28.5054485,76.9718027,3,2,2,1,2,5100000
Ready to Move,Unfurnished,Resale,Flat,800,28.63474464,77.0491333,2,2,2,,,4500000
Ready to Move,,Resale,Flat,1755,28.41011314,77.0334305,2,3,2,2,2,13400000
Ready to Move,Semi-Furnished,Resale,Flat,1800,28.34584618,77.32615662,4,2,1,2,,11000000
Ready to Move,,Resale,Flat,1535,28.524543,77.364765,3,3,2,1,4,5250000
Ready to Move,,Resale,Flat,2324,28.48438996,77.00030461,4,5,4,,,14500000
Ready to Move,Unfurnished,Resale,Flat,750,28.68643951,77.29956818,2,2,1,1,,3200000
Ready to Move,,Resale,Flat,1760,28.499602,76.999946,3,4,3,2,1,9600000
Ready to Move,,Resale,Flat,1765,28.424505,76.9418971,3,3,3,,,10000000
Ready to Move,Unfurnished,Resale,Flat,1090,28.63474655,77.0491333,3,2,2,,,4850000
Ready to Move,Semi-Furnished,Resale,Flat,1695,28.59957314,77.45030212,3,4,5,1,3,8500000
Ready to Move,,Resale,Flat,1437,28.39568075,77.02979199,3,3,1,,,9800000
Ready to Move,,Resale,Individual House,1295,28.51183419,77.41127367,3,2,3,1,2,6500000
Ready to Move,,Resale,Flat,1277,28.508273,77.40897616,2,2,3,1,3,6700000
,Semi-Furnished,Resale,Individual House,1500,28.41963169,77.1051974,3,3,2,1,1,11000000
Ready to Move,Furnished,Resale,Flat,950,28.62456322,77.30006409,2,2,1,,,6000000
Ready to Move,Unfurnished,Resale,Individual House,2200,28.63474083,77.0491333,3,2,4,,2,18000000
Ready to Move,Unfurnished,Resale,Flat,2000,28.4422095,77.5103249,3,3,,1,,8000000
Ready to Move,,Resale,Individual House,1408,28.512136,76.986899,2,2,2,1,2,7500000
Ready to Move,,Resale,Flat,1035,28.603156,77.450278,2,2,1,,,4100000
Ready to Move,,Resale,Flat,1135,28.644056,77.393639,2,2,4,,,4490000
Ready to Move,Semi-Furnished,New Property,Flat,1954,28.49745941,77.02709198,3,3,4,2,2,11000000
,Unfurnished,Resale,Flat,1355,28.496607,77.439827,3,2,3,124,2,7000000
Ready to Move,,Resale,Individual House,1290,28.562957,77.38698789,2,2,3,,,8000000
Ready to Move,,Resale,Flat,1200,28.6761798,77.39628201,2,2,,,,4000000
Ready to Move,,Resale,Flat,1100,28.420393,77.483477,2,2,2,1,2,6500000
Ready to Move,,Resale,Flat,1285,28.505584,77.410762,3,2,3,,,5000000
Ready to Move,,Resale,Flat,1444,28.698376,77.426802,3,2,3,,1,6300000
Ready to Move,,Resale,Flat,1875,28.4751606,77.55141449,3,3,2,,,6500000
Ready to Move,,Resale,Flat,1500,28.61970138,77.11162213,3,2,2,2,,14500000
Ready to Move,,Resale,Individual House,1730,28.55000582,77.37582016,3,3,3,1,2,9800000
Ready to Move,,Resale,Flat,1690,28.62601594,77.43588182,3,3,3,,,7500000
Ready to Move,,Resale,Flat,2250,28.574226,77.379658,4,4,4,,,9000000
Ready to Move,,Resale,Flat,1385,28.57153784,77.38962228,3,3,,,,7930000
Ready to Move,,Resale,Flat,2025,28.387227,76.980183,3,3,,,,12800000
Ready to Move,Furnished,Resale,Flat,775,28.7428112,77.13806915,3,2,1,,,6000000
Ready to Move,,Resale,Flat,1400,28.69016116,77.14072438,3,2,2,1,,14500000
Ready to Move,,Resale,Flat,1360,28.39124238,76.9528535,2,2,,787,,8200000
Ready to Move,Semi-Furnished,Resale,Flat,2050,28.6572035,77.2843935,4,3,1,1,0,14000000
Ready to Move,Unfurnished,Resale,Flat,700,28.63486099,77.04925537,2,2,1,,,4900000
Ready to Move,Unfurnished,Resale,Flat,1150,28.68898201,77.36444855,3,2,2,,,4400000
,Furnished,Resale,Flat,2860,28.433361,77.309171,4,4,2,3,1,14500000
Ready to Move,Unfurnished,Resale,Flat,899,28.605958,77.444512,2,2,,,,3000000
Ready to Move,,Resale,Flat,976,28.7040534,77.4373305,2,2,2,,2,3900000
Ready to Move,,Resale,Flat,1647,28.54291259,77.37203149,3,3,3,2,2,11500000
Ready to Move,Furnished,Resale,Flat,700,28.7383728,77.12914276,2,2,2,1,,5800000
Ready to Move,,Resale,Flat,2200,28.42815193,77.10088933,3,2,,,,16000000
Ready to Move,Unfurnished,Resale,Individual House,994,28.454191,77.0837996,2,2,,,,10000000
Ready to Move,,Resale,Flat,1710,28.43294945,77.517838,3,3,3,2,2,8000000
Ready to Move,Semi-Furnished,Resale,Flat,1400,28.6053661,77.2954371,3,3,,1,,14000000
Ready to Move,Semi-Furnished,New Property,Flat,1300,28.6493479,77.3696259,3,2,1,1,1,8000000
Ready to Move,Furnished,Resale,Flat,1500,28.421008,77.3559275,3,3,,,,5910000
Ready to Move,,Resale,Flat,1240,28.37161658,77.35101791,2,2,2,1,2,3500000
Ready to Move,,Resale,Flat,1870,28.5680204,77.3890864,3,4,3,,3,11200000
Ready to Move,,Resale,Individual House,1137,28.39568075,77.02979199,3,2,2,2,2,8600000
